,SOURCE,TARGET,VOTE,RESULT
4429,Dipankan001,Dennis Brown,1,1
4430,Dpmuk,Dennis Brown,1,1
4431,Rsrikanth05,Dennis Brown,1,1
4432,Wagino 20100516,Dennis Brown,1,1
4433,DoRD,Dennis Brown,1,1
4434,Ferddog,Dennis Brown,1,1
4435,RegentsPark,Dennis Brown,1,1
4436,Achowat,Dennis Brown,1,1
4437,Mark Arsten,Dennis Brown,1,1
4438,Ryan Vesey,Dennis Brown,1,1
4439,SlimVirgin,Dennis Brown,1,1
4440,CalumH93,Dennis Brown,1,1
4441,TParis,Dennis Brown,1,1
4442,Modernist,Dennis Brown,1,1
4443,Hazard-SJ,Dennis Brown,1,1
4444,Doc9871,Dennis Brown,1,1
4445,DGG,Dennis Brown,1,1
4446,Hghyux,Dennis Brown,1,1
4447,Samir,Dennis Brown,1,1
4448,Ktr101,Dennis Brown,1,1
4449,2eschew surplusage,Dennis Brown,1,1
4450,Torreslfchero,Dennis Brown,1,1
4451,Jedd Raynier,Dennis Brown,1,1
4452,JamesBWatson,Dennis Brown,1,1
4453,Bbb23,Dennis Brown,1,1
4454,Deathlaser,Dennis Brown,1,1
4455,Jusdafax,Dennis Brown,1,1
4456,Drmies,Dennis Brown,1,1
4457,Surajt88,Dennis Brown,1,1
4458,Cavarrone,Dennis Brown,1,1
4459,Nick-D,Dennis Brown,1,1
4460,Slon02,Dennis Brown,1,1
4461,Diannaa,Dennis Brown,1,1
4462,Anna Frodesiak,Dennis Brown,1,1
4463,Ishdarian,Dennis Brown,1,1
4464,Orphan Wiki,Dennis Brown,1,1
4465,Moonriddengirl,Dennis Brown,1,1
4466,Ajraddatz,Dennis Brown,1,1
4467,Wikid77,Dennis Brown,1,1
4468,Peridon,Dennis Brown,1,1
4469,PumpkinSky,Dennis Brown,1,1
4470,Antandrus,Dennis Brown,1,1
4471,Beeblebrox,Dennis Brown,1,1
4472,Snowolf,Dennis Brown,1,1
4473,Juliancolton,Dennis Brown,1,1
4474,Monty845,Dennis Brown,1,1
4475,The ed17,Dennis Brown,1,1
4476,Mr. Stradivarius,Dennis Brown,1,1
4477,ansumang,Dennis Brown,1,1
4478,Excirial,Dennis Brown,1,1
4479,MistyMorn,Dennis Brown,1,1
4480,GimliDotNet,Dennis Brown,1,1
4481,My76Strat,Dennis Brown,1,1
4482,Ankit Maity,Dennis Brown,1,1
4483,PhilKnight,Dennis Brown,1,1
4484,TenPoundHammer,Dennis Brown,1,1
4485,Armbrust,Dennis Brown,1,1
4486,Master&Expert,Dennis Brown,1,1
4487,Monterey Bay,Dennis Brown,1,1
4488,Shadowjams,Dennis Brown,1,1
4489,Yunshui,Dennis Brown,1,1
4490,Acroterion,Dennis Brown,1,1
4491,NeilN,Dennis Brown,1,1
4492,Kim Dent-Brown,Dennis Brown,1,1
4493,Hobit,Dennis Brown,1,1
4494,Oculi,Dennis Brown,1,1
4495,Wehwalt,Dennis Brown,1,1
4496,Andy Dingley,Dennis Brown,1,1
4497,Jayron32,Dennis Brown,1,1
4498,The Blade of the Northern Lights,Dennis Brown,1,1
4499,Keepscases,Dennis Brown,1,1
4500,The Bushranger,Dennis Brown,1,1
4501,Wikipelli,Dennis Brown,1,1
4502,ThatPeskyCommoner,Dennis Brown,1,1
4503,Thumperward,Dennis Brown,1,1
4504,Tryptofish,Dennis Brown,1,1
4505,Ponyo,Dennis Brown,1,1
4506,AniMate,Dennis Brown,1,1
4507,Ravenswing,Dennis Brown,1,1
4508,DCI2026,Dennis Brown,1,1
4509,NTox,Dennis Brown,1,1
4510,Worm That Turned,Dennis Brown,1,1
4511,Morning Sunshine,Dennis Brown,1,1
4512,Pdcook,Dennis Brown,1,1
4513,MONGO,Dennis Brown,1,1
4514,Deryck Chan,Dennis Brown,1,1
4515,Ohiostandard,Dennis Brown,1,1
4516,Minimac,Dennis Brown,1,1
4517,BusterD,Dennis Brown,1,1
4518,Leaky caldron,Dennis Brown,1,1
4519,Pol430,Dennis Brown,1,1
4520,Demiurge1000,Dennis Brown,1,1
4521,Dru of Id,Dennis Brown,1,1
4522,TheGeneralUser,Dennis Brown,1,1
4523,,Dennis Brown,-1,1
4524,Youreallycan,Dennis Brown,-1,1
4525,Σ,Dennis Brown,-1,1
4526,Shawn in Montreal,Dennis Brown,-1,1
4527,Epbr123,Dennis Brown,-1,1
4528,Colonel Warden,Dennis Brown,-1,1
4529,Glrx,Dennis Brown,-1,1
4530,Hegvald,Dennis Brown,-1,1
4531,Axl,Dennis Brown,-1,1
4532,Tomtomn00,Dennis Brown,-1,1
4533,BrownHairedGirl,Dennis Brown,-1,1
4534,Nathan Johnson,Dennis Brown,-1,1
4535,Toddy1,Dennis Brown,-1,1
4536,Hipocrite,Dennis Brown,-1,1
4537,Kiefer.Wolfowitz,Dennis Brown,-1,1
4538,Reaper Eternal,Dennis Brown,-1,1
4539,Malleus Fatuorum,Dennis Brown,-1,1
4540,Dr. Blofeld,Dennis Brown,-1,1
4541,Skinwalker,Dennis Brown,-1,1
4542,the wub,Dennis Brown,-1,1
4543,Sodin,Dennis Brown,-1,1
4544,Mato,Dennis Brown,-1,1
4545,Filelakeshoe,Dennis Brown,-1,1
4546,,Dennis Brown,-1,1
4547,Pablo X,Dennis Brown,-1,1
4548,John,Dennis Brown,-1,1
4549,Hut 8.5,Dennis Brown,-1,1
4550,Paul Erik,Dennis Brown,-1,1
4551,Tikiwont,Dennis Brown,-1,1
4552,Logan,Dennis Brown,-1,1
4553,Yasht101,Dennis Brown,-1,1
4554,Ultraexactzz,Dennis Brown,0,1
4555,Nolelover,Dennis Brown,0,1
4556,My76Strat,Dpmuk,1,1
4557,Nolelover,Dpmuk,1,1
4558,Bmusician,Dpmuk,1,1
4559,Kraftlos,Dpmuk,1,1
4560,Nick-D,Dpmuk,1,1
4561,Cyberpower678,Dpmuk,1,1
4562,Lankiveil,Dpmuk,1,1
4563,He to Hecuba,Dpmuk,1,1
4564,ItsZippy,Dpmuk,1,1
4565,Keepscases,Dpmuk,1,1
4566,Fetchcomms,Dpmuk,1,1
4567,Glrx,Dpmuk,1,1
4568,Reaper Eternal,Dpmuk,1,1
4569,Stillnotelf,Dpmuk,1,1
4570,Lukep913,Dpmuk,1,1
4571,The Blade of the Northern Lights,Dpmuk,1,1
4572,90,Dpmuk,1,1
4573,CharlieEchoTango,Dpmuk,1,1
4574,Fastily,Dpmuk,1,1
4575,Lord Roem,Dpmuk,1,1
4576,Moonriddengirl,Dpmuk,1,1
4577,Stephen,Dpmuk,1,1
4578,Pharaoh of the Wizards,Dpmuk,1,1
4579,Secret,Dpmuk,1,1
4580,Begoon,Dpmuk,1,1
4581,Carrite,Dpmuk,1,1
4582,CactusWriter,Dpmuk,1,1
4583,Dougweller,Dpmuk,1,1
4584,Rschen7754,Dpmuk,1,1
4585,Kiefer.Wolfowitz,Dpmuk,1,1
4586,Brookie,Dpmuk,1,1
4587,Jc37,Dpmuk,1,1
4588,Wizardman,Dpmuk,1,1
4589,Sphilbrick,Dpmuk,1,1
4590,Steven Zhang,Dpmuk,1,1
4591,Ajraddatz,Dpmuk,1,1
4592,Pseudofusulina,Dpmuk,1,1
4593,Newyorkbrad,Dpmuk,1,1
4594,John,Dpmuk,1,1
4595,BuickCenturyDriver,Dpmuk,1,1
4596,Mato,Dpmuk,1,1
4597,Epeefleche,Dpmuk,1,1
4598,StephenBuxton,Dpmuk,1,1
4599,Achowat,Dpmuk,1,1
4600,Ktr101,Dpmuk,1,1
4601,Swarm,Dpmuk,1,1
4602,Ankit Maity,Dpmuk,1,1
4603,Boing! said Zebedee,Dpmuk,1,1
4604,28bytes,Dpmuk,1,1
4605,WJBscribe,Dpmuk,1,1
4606,Andy4789,Dpmuk,1,1
4607,Madman,Dpmuk,1,1
4608,Wikiwind,Dpmuk,1,1
4609,SilkTork,Dpmuk,1,1
4610,HandiGoatMasala,Dpmuk,1,1
4611,MikeLynch,Dpmuk,1,1
4612,S Marshall,Dpmuk,1,1
4613,Rlendog,Dpmuk,1,1
4614,Hokeman,Dpmuk,1,1
4615,Il223334234,Dpmuk,1,1
4616,Wifione,Dpmuk,1,1
4617,Nancy,Dpmuk,1,1
4618,Gilderien,Dpmuk,1,1
4619,Pdcook,Dpmuk,1,1
4620,Surturz,Dpmuk,-1,1
4621,Bluerasberry,Dpmuk,-1,1
4622,Axl,Dpmuk,-1,1
4623,Peridon,Dpmuk,0,1
4624,TheSpecialUser,Ekabhishek,1,1
4625,Pharaoh of the Wizards,Ekabhishek,1,1
4626,Vibhijain,Ekabhishek,1,1
4627,WilyD,Ekabhishek,1,1
4628,Black Kite,Ekabhishek,1,1
4629,Thumperward,Ekabhishek,1,1
4630,PhilKnight,Ekabhishek,1,1
4631,Jenks24,Ekabhishek,1,1
4632,TParis,Ekabhishek,1,1
4633,Animeshkulkarni,Ekabhishek,1,1
4634,RegentsPark,Ekabhishek,1,1
4635,SpacemanSpiff,Ekabhishek,1,1
4636,Dwaipayanc,Ekabhishek,1,1
4637,Kiefer.Wolfowitz,Ekabhishek,1,1
4638,CorrectKnowledge,Ekabhishek,1,1
4639,RP459,Ekabhishek,1,1
4640,Torreslfchero,Ekabhishek,1,1
4641,King of Hearts,Ekabhishek,1,1
4642,AutomaticStrikeout,Ekabhishek,1,1
4643,Dank,Ekabhishek,1,1
4644,Reaper Eternal,Ekabhishek,1,1
4645,Secret,Ekabhishek,1,1
4646,Mysterytrey,Ekabhishek,1,1
4647,The Blade of the Northern Lights,Ekabhishek,1,1
4648,Pichpich,Ekabhishek,1,1
4649,Master&Expert,Ekabhishek,1,1
4650,David1217,Ekabhishek,1,1
4651,Trusilver,Ekabhishek,1,1
4652,Scholarly Breeze,Ekabhishek,1,1
4653,EngineerFromVega,Ekabhishek,1,1
4654,Vensatry,Ekabhishek,1,1
4655,Surajt88,Ekabhishek,1,1
4656,Brookie,Ekabhishek,1,1
4657,Jorgath,Ekabhishek,1,1
4658,WereSpielChequers,Ekabhishek,1,1
4659,Joe Decker,Ekabhishek,1,1
4660,Rzuwig,Ekabhishek,1,1
4661,First Light,Ekabhishek,1,1
4662,Hahc21,Ekabhishek,1,1
4663,GabeMc,Ekabhishek,1,1
4664,Lord Roem,Ekabhishek,1,1
4665,Shyamsunder,Ekabhishek,1,1
4666,LemonTwinkle,Ekabhishek,1,1
4667,Ktr101,Ekabhishek,1,1
4668,Mike 7,Ekabhishek,1,1
4669,Carrite,Ekabhishek,1,1
4670,Abhishek191288,Ekabhishek,1,1
4671,Titodutta,Ekabhishek,1,1
4672,Callanecc,Ekabhishek,1,1
4673,Strike Eagle,Ekabhishek,1,1
4674,PumpkinSky,Ekabhishek,1,1
4675,GiantSnowman,Ekabhishek,1,1
4676,Wehwalt,Ekabhishek,1,1
4677,Lankiveil,Ekabhishek,1,1
4678,Nyttend,Ekabhishek,1,1
4679,Boing! said Zebedee,Ekabhishek,1,1
4680,Kumioko,Ekabhishek,1,1
4681,Dougweller,Ekabhishek,1,1
4682,Mscuthbert,Ekabhishek,1,1
4683,99of9,Ekabhishek,1,1
4684,Rogerd,Ekabhishek,1,1
4685,Bluerasberry,Ekabhishek,1,1
4686,Sir Nicholas de Mimsy-Porpington,Ekabhishek,1,1
4687,TRLIJC19,Ekabhishek,1,1
4688,Mazca,Ekabhishek,1,1
4689,Ret.Prof,Ekabhishek,1,1
4690,Armbrust,Ekabhishek,1,1
4691,Stephen,Ekabhishek,1,1
4692,Robo Cop,Ekabhishek,1,1
4693,Sj,Ekabhishek,1,1
4694,Bill william compton,Ekabhishek,1,1
4695,Casliber,Ekabhishek,1,1
4696,Tryptofish,Ekabhishek,1,1
4697,Shoessss,Ekabhishek,1,1
4698,Glrx,Ekabhishek,1,1
4699,Milowent,Ekabhishek,1,1
4700,ChrisGualtieri,Ekabhishek,1,1
4701,Doctree,Ekabhishek,1,1
4702,Someguy1221,Ekabhishek,-1,1
4703,TruPepitoM,Ekabhishek,-1,1
4704,Shadowjams,Ekabhishek,-1,1
4705,Jsjsjs1111,Ekabhishek,-1,1
4706,EatsShootsAndLeaves,Ekabhishek,-1,1
4707,Hut 8.5,Ekabhishek,-1,1
4708,Strange Passerby,Ekabhishek,-1,1
4709,Leaky caldron,Ekabhishek,-1,1
4710,Wifione,Ekabhishek,-1,1
4711,Atama,Ekabhishek,-1,1
4712,Orlady,Ekabhishek,-1,1
4713,DoriSmith,Ekabhishek,-1,1
4714,Morning Sunshine,Ekabhishek,0,1
4715,Dennis Brown,Ekabhishek,0,1
4716,Floating Boat,Ekabhishek,0,1
4717,Djsasso,Ekabhishek,0,1
4718,Worm That Turned,Ekabhishek,0,1
4719,Achowat,Ekabhishek,0,1
4720,Kudpung,Ekabhishek,0,1
4721,Mrmatiko,Ekabhishek,0,1
4722,Axl,Ekabhishek,0,1
4723,Electriccatfish2,Ekabhishek,0,1
4724,Swarm,Fayenatic london,1,1
4725,Youreallycan,Fayenatic london,1,1
4726,My76Strat,Fayenatic london,1,1
4727,CharlieEchoTango,Fayenatic london,1,1
4728,PaoloNapolitano,Fayenatic london,1,1
4729,France3470,Fayenatic london,1,1
4730,Cyberpower678,Fayenatic london,1,1
4731,ItsZippy,Fayenatic london,1,1
4732,Timrollpickering,Fayenatic london,1,1
4733,Bmusician,Fayenatic london,1,1
4734,Pol430,Fayenatic london,1,1
4735,Fetchcomms,Fayenatic london,1,1
4736,Bluerasberry,Fayenatic london,1,1
4737,Lord Roem,Fayenatic london,1,1
4738,Pseudofusulina,Fayenatic london,1,1
4739,Good Olfactory,Fayenatic london,1,1
4740,Monterey Bay,Fayenatic london,1,1
4741,Brookie,Fayenatic london,1,1
4742,Reaper Eternal,Fayenatic london,1,1
4743,Keepscases,Fayenatic london,1,1
4744,Kbdank71,Fayenatic london,1,1
4745,Hurricanefan25,Fayenatic london,1,1
4746,Fastily,Fayenatic london,1,1
4747,Rschen7754,Fayenatic london,1,1
4748,Stephen,Fayenatic london,1,1
4749,Surturz,Fayenatic london,1,1
4750,Pharaoh of the Wizards,Fayenatic london,1,1
4751,Black Falcon,Fayenatic london,1,1
4752,Begoon,Fayenatic london,1,1
4753,DGG,Fayenatic london,1,1
4754,Secret,Fayenatic london,1,1
4755,Epeefleche,Fayenatic london,1,1
4756,Carrite,Fayenatic london,1,1
4757,Kiefer.Wolfowitz,Fayenatic london,1,1
4758,Dweller,Fayenatic london,1,1
4759,Ultraexactzz,Fayenatic london,1,1
4760,Wizardman,Fayenatic london,1,1
4761,Ajraddatz,Fayenatic london,1,1
4762,Courcelles,Fayenatic london,1,1
4763,Newyorkbrad,Fayenatic london,1,1
4764,Hokeman,Fayenatic london,1,1
4765,Nolelover,Fayenatic london,1,1
4766,Cadonian,Fayenatic london,1,1
4767,Axl,Fayenatic london,1,1
4768,Ktr101,Fayenatic london,1,1
4769,Ankit Maity,Fayenatic london,1,1
4770,Boing! said Zebedee,Fayenatic london,1,1
4771,Achowat,Fayenatic london,1,1
4772,HandiGoatMasala,Fayenatic london,1,1
4773,Oculi,Fayenatic london,1,1
4774,Wifione,Fayenatic london,1,1
4775,Mato,Fayenatic london,1,1
4776,Epbr123,Fayenatic london,1,1
4777,Bwilkins,Fayenatic london,-1,1
4778,Kumioko,Fayenatic london,-1,1
4779,Cusop Dingle,Fayenatic london,0,1
4780,Wifione,GiantSnowman,1,1
4781,Edinburgh Wanderer,GiantSnowman,1,1
4782,ItsZippy,GiantSnowman,1,1
4783,Keepscases,GiantSnowman,1,1
4784,Bobrayner,GiantSnowman,1,1
4785,Ajraddatz,GiantSnowman,1,1
4786,Wagino 20100516,GiantSnowman,1,1
4787,Secret,GiantSnowman,1,1
4788,Themfromspace,GiantSnowman,1,1
4789,Michig,GiantSnowman,1,1
4790,CharlieEchoTango,GiantSnowman,1,1
4791,Cyberpower678,GiantSnowman,1,1
4792,B.wilson,GiantSnowman,1,1
4793,Alzarian16,GiantSnowman,1,1
4794,Fetchcomms,GiantSnowman,1,1
4795,EchetusXe,GiantSnowman,1,1
4796,Peridon,GiantSnowman,1,1
4797,StephenBuxton,GiantSnowman,1,1
4798,Armbrust,GiantSnowman,1,1
4799,WFCforLife,GiantSnowman,1,1
4800,Robofish,GiantSnowman,1,1
4801,Vensatry,GiantSnowman,1,1
4802,MJ94,GiantSnowman,1,1
4803,Axl,GiantSnowman,1,1
4804,S Marshall,GiantSnowman,1,1
4805,Spencer,GiantSnowman,1,1
4806,Stephen,GiantSnowman,1,1
4807,Pharaoh of the Wizards,GiantSnowman,1,1
4808,28bytes,GiantSnowman,1,1
4809,SunCreator,GiantSnowman,1,1
4810,Visik,GiantSnowman,1,1
4811,The Blade of the Northern Lights,GiantSnowman,1,1
4812,Feedintm,GiantSnowman,1,1
4813,Lord Roem,GiantSnowman,1,1
4814,Pedro,GiantSnowman,1,1
4815,Abhijay,GiantSnowman,1,1
4816,Jni,GiantSnowman,1,1
4817,Σ,GiantSnowman,1,1
4818,Thumperward,GiantSnowman,1,1
4819,Brookie,GiantSnowman,1,1
4820,Ankit Maity,GiantSnowman,1,1
4821,Gilderien,GiantSnowman,1,1
4822,Reaper Eternal,GiantSnowman,1,1
4823,Carrite,GiantSnowman,1,1
4824,Extra999,GiantSnowman,1,1
4825,Tryptofish,GiantSnowman,1,1
4826,Glrx,GiantSnowman,1,1
4827,Lukep913,GiantSnowman,1,1
4828,Rcsprinter123,GiantSnowman,1,1
4829,B,GiantSnowman,1,1
4830,Epeefleche,GiantSnowman,1,1
4831,Master&Expert,GiantSnowman,1,1
4832,WereSpielChequers,GiantSnowman,1,1
4833,Modernist,GiantSnowman,1,1
4834,Kiefer.Wolfowitz,GiantSnowman,1,1
4835,Jusdafax,GiantSnowman,1,1
4836,Hokeman,GiantSnowman,1,1
4837,Mr. Stradivarius,GiantSnowman,1,1
4838,King of Hearts,GiantSnowman,1,1
4839,Mehran,GiantSnowman,1,1
4840,Number 57,GiantSnowman,1,1
4841,Tinucherian,GiantSnowman,1,1
4842,Ebe123,GiantSnowman,1,1
4843,BuickCenturyDriver,GiantSnowman,1,1
4844,Catfish Jim,GiantSnowman,1,1
4845,RP459,GiantSnowman,1,1
4846,Karl 334,GiantSnowman,1,1
4847,Mabdul,GiantSnowman,1,1
4848,Ponyo,GiantSnowman,1,1
4849,Bearian,GiantSnowman,1,1
4850,Mkativerata,GiantSnowman,1,1
4851,Scottywong,GiantSnowman,1,1
4852,My76Strat,GiantSnowman,1,1
4853,Krashlandon,GiantSnowman,1,1
4854,Cullen328,GiantSnowman,1,1
4855,WikHead,GiantSnowman,1,1
4856,Salvio giuliano,GiantSnowman,1,1
4857,Achowat,GiantSnowman,1,1
4858,DUCKISJAMMMY,GiantSnowman,1,1
4859,Atama,GiantSnowman,1,1
4860,Marek69,GiantSnowman,1,1
4861,BarretBonden,GiantSnowman,1,1
4862,Newyorkbrad,GiantSnowman,1,1
4863,Paul Erik,GiantSnowman,1,1
4864,Hobit,GiantSnowman,1,1
4865,Littleolive oil,GiantSnowman,1,1
4866,Surturz,GiantSnowman,1,1
4867,Tom Morris,GiantSnowman,1,1
4868,Bluerasberry,GiantSnowman,1,1
4869,Courcelles,GiantSnowman,1,1
4870,J36miles,GiantSnowman,1,1
4871,Swarm,GiantSnowman,1,1
4872,Begoon,GiantSnowman,1,1
4873,Fumitol,GiantSnowman,1,1
4874,SudoGhost,GiantSnowman,1,1
4875,Shoessss,GiantSnowman,1,1
4876,TParis,GiantSnowman,1,1
4877,Anthony Bradbury,GiantSnowman,1,1
4878,Dru of Id,GiantSnowman,1,1
4879,kelapstick,GiantSnowman,1,1
4880,Quarl,GiantSnowman,1,1
4881,He to Hecuba,GiantSnowman,1,1
4882,Pseudofusulina,GiantSnowman,0,1
4883,Wifione,Harrias,1,1
4884,Nouniquenames,Harrias,1,1
4885,Torreslfchero,Harrias,1,1
4886,The ed17,Harrias,1,1
4887,King of Hearts,Harrias,1,1
4888,Someguy1221,Harrias,1,1
4889,Deb,Harrias,1,1
4890,TheSpecialUser,Harrias,1,1
4891,A7x,Harrias,1,1
4892,Mr. Stradivarius,Harrias,1,1
4893,Vacation9,Harrias,1,1
4894,Reaper Eternal,Harrias,1,1
4895,Dennis Brown,Harrias,1,1
4896,KTC,Harrias,1,1
4897,Mdann52,Harrias,1,1
4898,Miniapolis,Harrias,1,1
4899,Intothatdarkness,Harrias,1,1
4900,Monty845,Harrias,1,1
4901,AutomaticStrikeout,Harrias,1,1
4902,Morning Sunshine,Harrias,1,1
4903,The Anonymouse,Harrias,1,1
4904,Basalisk,Harrias,1,1
4905,HJ Mitchell,Harrias,1,1
4906,Newyorkbrad,Harrias,1,1
4907,TBrandley,Harrias,1,1
4908,Guðsþegn,Harrias,1,1
4909,Garion96,Harrias,1,1
4910,Kierzek,Harrias,1,1
4911,GiantSnowman,Harrias,1,1
4912,Sue Rangell,Harrias,1,1
4913,Spencer,Harrias,1,1
4914,Go Phightins!,Harrias,1,1
4915,Mscuthbert,Harrias,1,1
4916,Joe Decker,Harrias,1,1
4917,Kurtis,Harrias,1,1
4918,Mifter,Harrias,1,1
4919,Courcelles,Harrias,1,1
4920,Wikiwind,Harrias,1,1
4921,MrX,Harrias,1,1
4922,Begoon,Harrias,1,1
4923,Sahara4u,Harrias,1,1
4924,INeverCry,Harrias,1,1
4925,Lord Roem,Harrias,1,1
4926,Aircorn,Harrias,1,1
4927,Samir,Harrias,1,1
4928,Vensatry,Harrias,1,1
4929,BuickCenturyDriver,Harrias,1,1
4930,CharlieEchoTango,Harrias,1,1
4931,Brookie,Harrias,1,1
4932,My76Strat,Harrias,1,1
4933,Dentalplanlisa,Harrias,1,1
4934,C678,Harrias,1,1
4935,MONGO,Harrias,1,1
4936,RP459,Harrias,1,1
4937,Sparklism,Harrias,1,1
4938,The Illusive Man,Harrias,1,1
4939,Trusilver,Harrias,1,1
4940,PaleAqua,Harrias,1,1
4941,Colonel Warden,Harrias,1,1
4942,The Rambling Man,Harrias,1,1
4943,Ks0stm,Harrias,1,1
4944,Rlendog,Harrias,1,1
4945,The Interior,Harrias,1,1
4946,Inks.LWC,Harrias,1,1
4947,Carrite,Harrias,1,1
4948,Legoktm,Harrias,1,1
4949,Kiefer.Wolfowitz,Harrias,1,1
4950,Stephen,Harrias,1,1
4951,GabeMc,Harrias,1,1
4952,Stalwart111,Harrias,1,1
4953,Wizardman,Harrias,1,1
4954,Joefromrandb,Harrias,1,1
4955,Maidahl,Harrias,1,1
4956,Scray,Harrias,1,1
4957,Bmusician,Harrias,1,1
4958,Callanecc,Harrias,1,1
4959,Frankie,Harrias,1,1
4960,SpacemanSpiff,Harrias,1,1
4961,Trevj,Harrias,1,1
4962,Kudpung,Harrias,1,1
4963,Bencherlite,Harrias,1,1
4964,Scottywong,Harrias,1,1
4965,RegentsPark,Harrias,1,1
4966,QuiteUnusual,Harrias,1,1
4967,Dank,Harrias,1,1
4968,Ymblanter,Harrias,1,1
4969,Hahc21,Harrias,1,1
4970,DCI2026,Harrias,1,1
4971,Pharaoh of the Wizards,Harrias,1,1
4972,Jschnur,Harrias,1,1
4973,Casliber,Harrias,1,1
4974,Adjwilley,Harrias,1,1
4975,EdJohnston,Harrias,1,1
4976,Amadscientist,Harrias,1,1
4977,Webclient101,Harrias,1,1
4978,NativeForeigner,Harrias,1,1
4979,Mediran,Harrias,1,1
4980,Drdak,Harrias,1,1
4981,Ktr101,Harrias,1,1
4982,Moe Epsilon,Harrias,1,1
4983,Oldelpaso,Harrias,1,1
4984,LuK3,Harrias,1,1
4985,Townlake,Harrias,1,1
4986,Anbu121,Harrias,1,1
4987,Ceoil,Harrias,1,1
4988,Riley Huntley,Harrias,1,1
4989,Doctree,Harrias,1,1
4990,Crisco 1492,Harrias,1,1
4991,ChrisGualtieri,Harrias,1,1
4992,Mrt3366,Harrias,1,1
4993,Dwaipayanc,Harrias,1,1
4994,Mabdul,Harrias,1,1
4995,gwickwire,Harrias,1,1
4996,SilkTork,Harrias,1,1
4997,AGK,Harrias,1,1
4998,Seraphimblade,Harrias,1,1
4999,ZappaOMati,Harrias,1,1
5000,Ponyo,Harrias,1,1
5001,Ultraexactzz,Harrias,1,1
5002,Ret.Prof,Harrias,1,1
5003,Bearian,Harrias,1,1
5004,Tom Morris,Harrias,1,1
5005,Rzuwig,Harrias,1,1
5006,Tryptofish,Harrias,1,1
5007,WikiPuppies,Harrias,1,1
5008,PCHS-NJROTC,Harrias,1,1
5009,Dylan620,Harrias,1,1
5010,Bzweebl,Harrias,-1,1
5011,Bwilkins,Harrias,0,1
5012,Puffin,ItsZippy,1,1
5013,Writ Keeper,ItsZippy,1,1
5014,Achowat,ItsZippy,1,1
5015,LuK3,ItsZippy,1,1
5016,Michig,ItsZippy,1,1
5017,Keepscases,ItsZippy,1,1
5018,TParis,ItsZippy,1,1
5019,Reaper Eternal,ItsZippy,1,1
5020,Bruvtakesover,ItsZippy,1,1
5021,Mark Arsten,ItsZippy,1,1
5022,Steven Zhang,ItsZippy,1,1
5023,Yasht101,ItsZippy,1,1
5024,FeydHuxtable,ItsZippy,1,1
5025,Pedro,ItsZippy,1,1
5026,Mythio,ItsZippy,1,1
5027,Axl,ItsZippy,1,1
5028,Cyberpower678,ItsZippy,1,1
5029,Tomtomn00,ItsZippy,1,1
5030,WereSpielChequers,ItsZippy,1,1
5031,Secret,ItsZippy,1,1
5032,Keilana,ItsZippy,1,1
5033,DoRD,ItsZippy,1,1
5034,Pol430,ItsZippy,1,1
5035,Ducknish,ItsZippy,1,1
5036,Fetchcomms,ItsZippy,1,1
5037,Lord Roem,ItsZippy,1,1
5038,Jedd Raynier,ItsZippy,1,1
5039,Master&Expert,ItsZippy,1,1
5040,Scottywong,ItsZippy,1,1
5041,Bmusician,ItsZippy,1,1
5042,Brookie,ItsZippy,1,1
5043,Starblind,ItsZippy,1,1
5044,EngineerFromVega,ItsZippy,1,1
5045,Rcsprinter123,ItsZippy,1,1
5046,Hurricanefan24,ItsZippy,1,1
5047,Ks0stm,ItsZippy,1,1
5048,Markerdryer,ItsZippy,1,1
5049,GiantSnowman,ItsZippy,1,1
5050,Salvio  giuliano,ItsZippy,1,1
5051,TransporterMan,ItsZippy,1,1
5052,BuickCenturyDriver,ItsZippy,1,1
5053,Morning Sunshine,ItsZippy,1,1
5054,Vensatry,ItsZippy,1,1
5055,QuiteUnusual,ItsZippy,1,1
5056,Dipankan001,ItsZippy,1,1
5057,Mr. Stradivarius,ItsZippy,1,1
5058,Glrx,ItsZippy,1,1
5059,Joe Decker,ItsZippy,1,1
5060,Ched Davis,ItsZippy,1,1
5061,Dontforgetthisone,ItsZippy,1,1
5062,JungleFuryPizza,ItsZippy,1,1
5063,Tom Morris,ItsZippy,1,1
5064,Boing! said Zebedee,ItsZippy,1,1
5065,TheGeneralUser,ItsZippy,1,1
5066,King of Hearts,ItsZippy,1,1
5067,Swarm,ItsZippy,1,1
5068,Tryptofish,ItsZippy,1,1
5069,Gilderien,ItsZippy,1,1
5070,Drla8th!,ItsZippy,1,1
5071,Mark91,ItsZippy,1,1
5072,Wifione,ItsZippy,1,1
5073,Érico Júnior Wouters,ItsZippy,1,1
5074,My76Strat,ItsZippy,1,1
5075,BusterD,ItsZippy,1,1
5076,RP459,ItsZippy,1,1
5077,Bearian,ItsZippy,1,1
5078,Lankiveil,ItsZippy,1,1
5079,Josh Parris,ItsZippy,-1,1
5080,Malleus Fatuorum,ItsZippy,-1,1
5081,Whenaxis,ItsZippy,-1,1
5082,RxS,ItsZippy,-1,1
5083,Wisdom89,ItsZippy,-1,1
5084,SL93,ItsZippy,-1,1
5085,Jusdafax,ItsZippy,-1,1
5086,Σ,ItsZippy,-1,1
5087,Catfish Jim,ItsZippy,-1,1
5088,Hipocrite,ItsZippy,-1,1
